COMID,Flow_cfs,StreamOrder,SizeClass,slope,GradientClass
7485776,3185.606,6,LR,1.00E-05,Very low
7485778,0.086,1,HW,1.00E-05,Very low
7485780,2.561,1,SC,0.00298245,Low
7485782,26.564,3,LC,0.0009215,Very low
7485784,1.087,1,HW,0.00641699,Moderate
7485786,12.429,2,LC,0.00051048,Very low
7485788,0.013,1,HW,1.00E-05,Very low
7485790,0.6,1,HW,1.00E-05,Very low
7485792,0.338,1,HW,0.00034797,Very low
7485794,457.736,5,MR,1.00E-05,Very low
7485796,1.246,1,HW,0.00444738,Low
7485798,10.062,2,LC,0.00055,Very low
7485800,0.984,1,HW,0.00473051,Low
7485802,42.343,3,SR,0.0001658,Very low
7485804,2.201,1,SC,0.00527539,Moderate
7485808,2.057,1,SC,0.00116804,Low
7485810,3188.743,6,LR,1.00E-05,Very low
7485812,3187.749,6,LR,0.00063975,Very low
7485816,40.763,3,SR,0.00391472,Low
7485818,3188.924,6,LR,3.67E-05,Very low
7485820,0.009,6,HW,1.00E-05,Very low
7485822,3189.963,6,LR,1.00E-05,Very low
7485824,2.555,1,SC,0.00014035,Very low
7485826,0,6,,1.00E-05,Very low
7485828,1.643,1,HW,0.00578648,Moderate
7485830,4.405,2,SC,0.00282683,Low
7485832,0.723,1,HW,0.00130635,Low
7485834,6.466,1,SC,8.50E-05,Very low
7485836,3192.585,6,LR,1.00E-05,Very low
7485838,0.586,1,HW,0.01183561,Moderate
7485840,1.548,1,HW,0.00471733,Low
7485842,0.695,1,HW,0.00993927,Moderate
7485844,0.296,6,HW,1.00E-05,Very low
7485846,1.621,1,HW,0.00439588,Low
7485848,458.489,5,MR,0.00068201,Very low
7485850,7.221,2,SC,1.00E-05,Very low
7485852,2.279,1,SC,0.00515306,Moderate
7485854,7.087,2,SC,0.00223491,Low
7485856,1.08,1,HW,0.00501851,Moderate
7485858,1.374,2,HW,0.00414125,Low
7485860,3193.458,6,LR,0.00085253,Very low
7485862,31.766,3,LC,1.00E-05,Very low
7485864,5.462,2,SC,0.00071698,Very low
7485866,7.109,2,SC,0.00160356,Low
7485868,0.664,1,HW,0.00789121,Moderate
7485870,15.112,3,LC,0.00141695,Low
7485872,18.43,3,LC,0.00043264,Very low
7485874,4.646,2,SC,1.00E-05,Very low
7485876,31.349,3,LC,1.00E-05,Very low
7485878,26.299,3,LC,0.00063492,Very low
7485880,1.516,1,HW,0.00530736,Moderate
7485882,8.92,2,SC,0.00108882,Low
7485884,6.311,2,SC,1.00E-05,Very low
7485888,0.826,1,HW,0.00946849,Moderate
7485890,465.84,5,MR,0.00106128,Low
7485894,6.308,2,SC,0.00167539,Low
7485900,0.654,1,HW,0.00805945,Moderate
7485902,0,1,,1.00E-05,Very low
7485904,1.805,1,HW,0.00522522,Moderate
7485906,0.555,1,HW,0.01388202,Moderate
7485908,465.934,5,MR,1.00E-05,Very low
7485910,1.144,1,HW,0.00674518,Moderate
7485912,4.376,1,SC,0.00231728,Low
7485914,0.999,1,HW,0.01267574,Moderate
7485918,24.87,3,LC,0.00068635,Very low
7485920,16.15,3,LC,0.0001962,Very low
7485922,1.555,1,HW,0.00035953,Very low
7485924,7.138,1,SC,0.00042323,Very low
7485926,17.707,3,LC,1.00E-05,Very low
7485928,3.533,1,SC,0.00280714,Low
7485930,3.344,2,SC,0.00237194,Low
7485932,8.574,2,SC,0.00042183,Very low
7485934,1.306,1,HW,0.0077828,Moderate
7485936,0.677,1,HW,0.00288931,Low
7485938,1.69,1,HW,0.00777243,Moderate
7485940,0.672,1,HW,0.01609926,Moderate
7485942,4.558,2,SC,0.00308056,Low
7485946,8.983,2,SC,0.0031504,Low
7485948,6.577,2,SC,0.00165755,Low
7485952,6.278,2,SC,0.00171448,Low
7485954,10.319,2,LC,0.00051787,Very low
7485956,15.152,2,LC,0.00181515,Low
7485958,0.412,1,HW,0.01442962,Moderate
7485960,2.449,1,SC,0.00128565,Low
7485962,4.145,2,SC,0.00064935,Very low
7485964,25.149,3,LC,3.68E-05,Very low
7485966,5.457,2,SC,0.00115444,Low
7485968,0.954,1,HW,0.00482295,Low
7485970,1.014,1,HW,0.0006866,Very low
7485972,1.786,1,HW,1.00E-05,Very low
7485974,3198.496,6,LR,1.00E-05,Very low
7485976,0.519,1,HW,0.00104584,Low
7485978,4.169,2,SC,0.00240915,Low
7485980,4.94,2,SC,1.00E-05,Very low
7485982,7.153,2,SC,0.0022348,Low
7485984,4.682,2,SC,0.00196685,Low
7485986,0.712,1,HW,0.00337224,Low
7485988,1.151,1,HW,0.00398203,Low
7485990,1.21,1,HW,0.00771327,Moderate
7485992,2.951,1,SC,0.00207734,Low
7485994,2.343,1,SC,0.00154142,Low
7485996,2.393,2,SC,0.00260536,Low
7485998,0.892,1,HW,0.00725169,Moderate
7486000,2.055,1,SC,0.00381722,Low
7486002,1.86,2,HW,0.00322496,Low
7486004,1.48,1,HW,0.00659595,Moderate
7486006,1.298,1,HW,0.00321661,Low
7486008,6.787,2,SC,0.00208519,Low
7486010,468.171,5,MR,2.19E-05,Very low
7486012,1.989,1,HW,1.00E-05,Very low
7486014,2.1,1,SC,0.00831415,Moderate
7486016,2.268,2,SC,0.00336283,Low
7486018,2.175,2,SC,0.00375513,Low
7486022,0.93,1,HW,0.00755642,Moderate
7486024,1.397,1,HW,0.00657115,Moderate
7486026,4.136,1,SC,0.00280821,Low
7486028,0.934,1,HW,0.00120956,Low
7486030,1.896,1,HW,0.00466926,Low
7486032,0.556,1,HW,0.00886335,Moderate
7486034,0.819,1,HW,0.00755113,Moderate
7486036,1.063,1,HW,0.00808404,Moderate
7486038,3.184,2,SC,0.00268669,Low
7486040,1.519,1,HW,0.00112091,Low
7486042,1.223,1,HW,0.00544753,Moderate
7486044,3207.112,6,LR,1.00E-05,Very low
7486046,0.5,1,HW,0.00820203,Moderate
7486048,3238.933,6,LR,1.00E-05,Very low
7486050,3248.506,6,LR,0.00267759,Low
7486052,470.47,5,MR,0.00111551,Low
7486054,3233.759,6,LR,1.00E-05,Very low
7486056,0.945,1,HW,0.00163535,Low
7486058,3205.347,6,LR,1.00E-05,Very low
7486060,9.533,3,SC,1.00E-05,Very low
7486062,1.707,1,HW,0.00640105,Moderate
7486064,1.04,1,HW,0.00646912,Moderate
7486066,1.195,1,HW,0.00728437,Moderate
7486068,1.705,1,HW,0.00463917,Low
7486070,2.425,1,SC,0.00751842,Moderate
7486072,9.179,3,SC,0.00212931,Low
7486074,0.563,1,HW,0.00808074,Moderate
7486076,0.691,1,HW,0.01985772,Moderate
7486078,0.337,1,HW,0.00076308,Very low
7486080,0.486,1,HW,0.01074385,Moderate
7486082,1.3,1,HW,0.01376722,Moderate
7486084,0.063,1,HW,1.00E-05,Very low
7486086,0.547,1,HW,0.00401104,Low
7486088,1.9,1,HW,0.00529141,Moderate
7486094,8.887,3,SC,0.00193939,Low
7486098,3720.155,6,LR,1.00E-05,Very low
7486102,1.12,2,HW,1.00E-05,Very low
7486104,0.972,2,HW,1.00E-05,Very low
7486116,3721.933,6,LR,1.00E-05,Very low
7486118,1.702,1,HW,0.00304087,Low
7486120,3.354,1,SC,0.00261879,Low
7486122,4.669,2,SC,0.00560824,Moderate
7486124,1.2,1,HW,0.00877676,Moderate
7486126,2.143,2,SC,0.00820754,Moderate
7486134,1.587,1,HW,0.00744946,Moderate
7486136,3724.083,6,LR,0.00011259,Very low
7486138,0.518,1,HW,0.01598668,Moderate
7486140,8.29,1,SC,0.0025167,Low
7486174,11.471,1,LC,0.00112299,Low
7486176,3750.094,6,LR,1.00E-05,Very low
7486186,3750.482,6,LR,1.00E-05,Very low
7486188,3.36,1,SC,0.00065616,Very low
7486190,3738.581,6,LR,1.00E-05,Very low
7486196,3738.281,6,LR,1.00E-05,Very low
7486198,3738.424,6,LR,1.00E-05,Very low
7486200,3.444,1,SC,1.00E-05,Very low
7486204,3738.208,6,LR,1.00E-05,Very low
7486206,3737.897,6,LR,1.00E-05,Very low
7486220,3758.694,6,LR,1.00E-05,Very low
7486232,0.941,1,HW,0.00242559,Low
7486234,3767.056,6,LR,0.00125687,Low
7486236,3768.129,6,LR,1.00E-05,Very low
7486238,4.728,1,SC,0.00101851,Low
7486242,0.824,1,HW,0.00152758,Low
7486244,2.198,1,SC,0.00157622,Low
7486246,3773.726,6,LR,1.00E-05,Very low
7486248,3.025,2,SC,0.01655172,Moderate
7486250,3776.755,6,LR,1.00E-05,Very low
7486254,15.88,1,LC,1.00E-05,Very low
7486256,6.321,1,SC,1.00E-05,Very low
7486442,1.547,1,HW,0.00908827,Moderate
7486444,2.231,1,SC,1.00E-05,Very low
7486446,0.732,1,HW,0.01043577,Moderate
7486448,4.801,1,SC,0.00052631,Very low
7486454,44.937,3,SR,4.64E-05,Very low
7486456,1.977,1,HW,0.00189473,Low
7486458,6.423,1,SC,1.00E-05,Very low
7486460,81.186,4,SR,0.00141287,Low
7486462,2.903,1,SC,0.00310725,Low
7486464,1.06,1,HW,1.00E-05,Very low
7486466,1.055,1,HW,0.00656478,Moderate
7486470,4.7,2,SC,1.00E-05,Very low
7486476,21.715,3,LC,8.51E-05,Very low
7486478,172.846,5,SR,1.00E-05,Very low
7486482,1.449,1,HW,0.00127964,Low
7486484,0.756,1,HW,0.00880849,Moderate
7486486,0.62,1,HW,0.01257287,Moderate
7486488,1.35,1,HW,0.00771035,Moderate
7486490,1.108,1,HW,0.00864213,Moderate
7486494,4.011,1,SC,0.00160497,Low
7486498,3.769,2,SC,0.00026463,Very low
7486500,1.974,1,HW,1.00E-05,Very low
7486502,2.253,1,SC,1.00E-05,Very low
7486506,0.746,1,HW,0.01050529,Moderate
7486508,0.679,1,HW,0.0094392,Moderate
7486510,45.371,3,SR,0.00063625,Very low
7486512,5.808,2,SC,0.00265831,Low
7486516,9.787,2,SC,0.00238948,Low
7486520,395.981,5,MR,1.00E-05,Very low
7486522,1.019,1,HW,0.00689291,Moderate
7486524,402.47,5,MR,1.00E-05,Very low
7486526,7.103,2,SC,0.00189241,Low
7486528,4.022,4,SC,0.00040459,Very low
7486532,26.225,3,LC,0.00012027,Very low
7486534,410.63,5,MR,1.00E-05,Very low
7486536,0.611,1,HW,0.00990436,Moderate
7486538,5.305,2,SC,0.00272853,Low
7486540,2.502,2,SC,0.00163953,Low
7486542,1.225,1,HW,0.00852621,Moderate
7486544,0.192,1,HW,0.01685628,Moderate
7486546,2.573,1,SC,0.00446596,Low
7486548,1.192,1,HW,0.00668335,Moderate
7486550,3.209,2,SC,0.00262155,Low
7486554,1.216,1,HW,0.00713551,Moderate
7486556,1.494,1,HW,0.0051795,Moderate
7486558,20.834,3,LC,0.001605,Low
7486560,0.94,1,HW,0.00676911,Moderate
7486562,30.31,3,LC,0.00058664,Very low
7486564,28.217,4,LC,1.00E-05,Very low
7486566,0.227,4,HW,2.28E-05,Very low
7486568,0.161,2,HW,0.00028286,Very low
7486570,28.258,3,LC,0.0005927,Very low
7486572,15.86,2,LC,6.49E-05,Very low
7486576,0.573,1,HW,0.00822634,Moderate
7486580,1.429,1,HW,0.00522609,Moderate
7486582,24.78,3,LC,0.00069063,Very low
7486586,32.424,3,LC,1.00E-05,Very low
7486590,4.529,1,SC,0.00259689,Low
7486592,3.788,1,SC,0.00281713,Low
7486596,0.069,1,HW,1.00E-05,Very low
7486598,34.438,3,LC,4.23E-05,Very low
7486604,4.988,1,SC,0.00284766,Low
7486616,0.966,5,HW,4.35E-05,Very low
7486620,24.271,3,LC,0.00092105,Very low
7486622,61.034,4,SR,0.00114754,Low
7486624,54.823,4,SR,0.00049433,Very low
7486626,61.831,4,SR,1.00E-05,Very low
7486628,61.899,4,SR,1.00E-05,Very low
7486632,6.591,2,SC,0.00025056,Very low
7486634,15.092,3,LC,0.00177563,Low
7486638,3113.007,6,LR,1.00E-05,Very low
7486640,0,6,,1.00E-05,Very low
7486642,3099.522,6,LR,1.00E-05,Very low
7486644,8.187,2,SC,0.00100561,Low
7486646,3099.154,6,LR,1.00E-05,Very low
7486648,432.458,5,MR,1.00E-05,Very low
7486650,1.345,2,HW,1.00E-05,Very low
7486652,0.134,6,HW,1.00E-05,Very low
7486654,3128.693,6,LR,1.00E-05,Very low
7486656,8.469,2,SC,1.00E-05,Very low
7486660,6.327,2,SC,0.00158954,Low
7486662,76.485,3,SR,1.00E-05,Very low
7486664,80.907,3,SR,0.00084528,Very low
7486666,1.993,2,HW,0.00385462,Low
7486668,0.786,1,HW,0.00765784,Moderate
7486670,1.361,1,HW,0.00145314,Low
7486672,3196.118,6,LR,2.32E-05,Very low
7486674,0.477,1,HW,0.01592216,Moderate
7486676,3198.063,6,LR,0.00021253,Very low
7486678,3201.721,6,LR,1.00E-05,Very low
7486684,1.864,1,HW,0.00604197,Moderate
7486686,3203.882,6,LR,1.00E-05,Very low
7486688,3237.379,6,LR,1.00E-05,Very low
7486690,26.61,3,LC,0.0010727,Low
7486692,1.058,1,HW,0.00116079,Low
7486694,7.881,3,SC,0.00375374,Low
7486698,3737.223,6,LR,1.00E-05,Very low
7486702,1.438,6,HW,1.00E-05,Very low
7486708,5.69,2,SC,1.00E-05,Very low
7486710,31.829,3,LC,0.00195094,Low
7486712,39.008,3,LC,0.00058867,Very low
7486714,0.409,1,HW,0.00713656,Moderate
7486716,1.933,2,HW,0.0014163,Low
7486718,2.466,2,SC,0.00527322,Moderate
7486720,1.668,1,HW,0.0087703,Moderate
7486722,5.628,2,SC,0.00321388,Low
7486724,4.157,2,SC,0.00159574,Low
7486726,8.089,3,SC,0.00082926,Very low
7486734,5.921,2,SC,0.00244897,Low
7486736,7.744,3,SC,1.00E-05,Very low
7486738,175.144,5,SR,0.00015236,Very low
7486742,2.465,2,SC,0.00582938,Moderate
7486744,1.156,1,HW,0.00075177,Very low
7486746,289.018,5,MR,1.00E-05,Very low
7486748,290.362,5,MR,1.00E-05,Very low
7486750,303.129,5,MR,1.00E-05,Very low
7486752,12.73,2,LC,0.00044247,Very low
7486754,3.311,2,SC,0.00550761,Moderate
7486756,1.888,2,HW,0.00626712,Moderate
7486758,1.224,1,HW,0.00851301,Moderate
7486760,305.473,5,MR,1.00E-05,Very low
7486762,5.969,1,SC,0.00018298,Very low
7486766,2.737,1,SC,0.00027885,Very low
7486768,832.089,5,MS,0.00024967,Very low
7486770,333.887,5,MR,3.73E-05,Very low
7486774,349.121,5,MR,0.00062857,Very low
7486776,839.564,5,MS,0.00029728,Very low
7486778,2.697,1,SC,0.00033367,Very low
7486780,895.786,5,MS,0.00028819,Very low
7486782,2757.703,6,LR,0.00020746,Very low
7486784,2758.412,6,LR,0.00028726,Very low
7486786,2758.476,6,LR,1.00E-05,Very low
7486788,0,6,,-9998,Very low
7486790,1.439,6,HW,1.00E-05,Very low
7486792,0.304,4,HW,1.00E-05,Very low
7486794,0.337,4,HW,1.00E-05,Very low
7486796,2812.686,6,LR,1.00E-05,Very low
7486798,2812.687,6,LR,1.00E-05,Very low
7486800,0.684,4,HW,1.00E-05,Very low
7486802,1.644,1,HW,0.00132876,Low
7486804,2814.545,6,LR,0.00039537,Very low
7486806,2.209,1,SC,1.00E-05,Very low
7486808,0,1,,-9998,Very low
7486810,1.22,1,HW,0.00073033,Very low
7486812,1.044,1,HW,0.00244565,Low
7486814,2.313,2,SC,0.00192307,Low
7486816,0.163,2,HW,1.00E-05,Very low
7486818,28.259,3,LC,1.00E-05,Very low
7486820,2866.722,6,LR,0.00037735,Very low
7486822,2875.559,6,LR,1.00E-05,Very low
7486824,0.228,4,HW,1.00E-05,Very low
7486826,0,2,,-9998,Very low
7486828,2875.817,6,LR,0.0002994,Very low
7486830,0,2,,0.00028571,Very low
7486832,2838.399,6,LR,0.00046954,Very low
7486834,2819.925,6,LR,0.00018557,Very low
7486836,2904.391,6,LR,1.00E-05,Very low
7486838,0.462,1,HW,1.00E-05,Very low
7486840,4.386,2,SC,1.00E-05,Very low
7486842,2917.768,6,LR,1.00E-05,Very low
7486844,0,6,,-9998,Very low
7486846,2917.812,6,LR,1.00E-05,Very low
7486848,0.152,6,HW,1.00E-05,Very low
7486850,5.462,2,SC,0.00092495,Very low
7486852,2918.022,6,LR,0.00250632,Low
7486854,0,2,,1.00E-05,Very low
7486856,2923.5,6,LR,0.00058333,Very low
7486858,0,3,,1.00E-05,Very low
7486860,2948.12,6,LR,1.00E-05,Very low
7486862,0,6,,-9998,Very low
7486864,0,6,,-9998,Very low
7486866,62.294,4,SR,1.00E-05,Very low
7486868,2948.311,6,LR,1.00E-05,Very low
7486870,3010.622,6,LR,1.00E-05,Very low
7486872,0.148,6,HW,1.00E-05,Very low
7486874,0,6,,-9998,Very low
7486876,3010.776,6,LR,0.0136,Moderate
7486878,0.073,6,HW,1.00E-05,Very low
7486880,3010.83,6,LR,1.00E-05,Very low
7486884,3012.458,6,LR,1.00E-05,Very low
7486886,0,6,,-9998,Very low
7486888,3098.75,6,LR,1.00E-05,Very low
7486890,3013.53,6,LR,1.00E-05,Very low
7486892,81.456,3,SR,1.00E-05,Very low
7486896,2.825,1,SC,0.00587508,Moderate
7486898,3776.759,6,LR,1.00E-05,Very low
7486900,3776.882,6,LR,1.00E-05,Very low
7486902,0.192,1,HW,0.01187878,Moderate
7486904,0.277,1,HW,0.00151041,Low
7486906,0.053,1,HW,0.00315789,Low
7486908,0.17,1,HW,0.00286885,Low
7486910,6.657,2,SC,0.00141447,Low
7486912,14.237,1,LC,1.00E-05,Very low
7486914,4.704,2,SC,0.00231617,Low
7486916,1.661,1,HW,0.00272727,Low
7486918,0.797,1,HW,1.00E-05,Very low
7486920,0.099,1,HW,1.00E-05,Very low
7486922,165.943,5,SR,1.00E-05,Very low
7486924,0,1,,1.00E-05,Very low
7486926,0,1,,0.028,Moderate High
7486928,0.995,2,HW,1.00E-05,Very low
7486930,2906.365,6,LR,1.00E-05,Very low
7486932,51.062,3,SR,1.00E-05,Very low
7486934,0,4,,1.00E-05,Very low
7486936,0,4,,-9998,Very low
7486938,0,4,,-9998,Very low
7486940,0,2,,1.00E-05,Very low
7486942,0,4,,1.00E-05,Very low
7486944,0,6,,-9998,Very low
7486946,6.388,2,SC,0.00211138,Low
7486948,2760.014,6,LR,1.00E-05,Very low
7486950,0.299,4,HW,1.00E-05,Very low
7486952,4.284,1,SC,0.00093023,Very low
7486954,0,1,,-9998,Very low
7486956,0,4,,1.00E-05,Very low
7487436,5.097,1,SC,0.00015681,Very low
7487462,1.204,1,HW,0.00830882,Moderate
7487466,3786.523,6,LR,1.00E-05,Very low
7487468,19.504,1,LC,0.00014892,Very low
7487470,2.389,1,SC,0.00087028,Very low
7487474,3791.548,6,LR,1.00E-05,Very low
7487478,3254.747,6,LR,0.00361848,Low
7487480,7055.305,7,LR,1.00E-05,Very low
7487482,26.713,2,LC,0.00057408,Very low
7487484,7084.842,7,LR,0.00032849,Very low
7487526,3784.272,6,LR,1.00E-05,Very low
7487528,3800.001,6,LR,1.00E-05,Very low
7487532,3776.939,6,LR,1.00E-05,Very low
7491728,164.878,5,SR,1.00E-05,Very low
7491738,1.088,1,HW,0.0062186,Moderate
7491778,2867.227,6,LR,5.01E-05,Very low
7491804,4.695,2,SC,0.01212962,Moderate
7491808,780.377,5,MR,1.00E-05,Very low
7491812,2912.319,6,LR,0.0002496,Very low
7491818,0.006,4,HW,1.00E-05,Very low
7491820,0.367,4,HW,1.00E-05,Very low
7491822,0,4,,1.00E-05,Very low
7491824,2948.319,6,LR,1.00E-05,Very low
7515241,0.434,1,HW,0.01486016,Moderate
7515243,0.855,1,HW,0.00895462,Moderate
7515245,1.713,2,HW,0.00551851,Moderate
7515247,1.198,1,HW,0.01013698,Moderate
7515249,2.938,2,SC,0.00595858,Moderate
7515251,0.962,1,HW,0.01342733,Moderate
7515253,1.33,1,HW,0.00979894,Moderate
7515255,4.316,2,SC,0.00101978,Low
7515257,0.939,1,HW,0.01588131,Moderate
7515259,1.17,1,HW,0.01614916,Moderate
7515261,0.447,1,HW,0.01251344,Moderate
7515263,1.567,1,HW,0.01000684,Moderate
7515265,2.277,2,SC,0.00758765,Moderate
7515267,1.487,1,HW,0.0151088,Moderate
7515269,0.992,1,HW,0.00905982,Moderate
7515271,2.139,2,SC,0.00614264,Moderate
7515273,7.019,2,SC,0.00332696,Low
7515275,2.321,2,SC,0.00964416,Moderate
7515277,1.043,1,HW,0.01221436,Moderate
7515279,4.166,2,SC,0.00769497,Moderate
7515281,1.184,1,HW,0.01579944,Moderate
7515283,0.926,1,HW,0.01856414,Moderate
7515285,0.359,1,HW,0.01232227,Moderate
7515287,0.844,1,HW,0.01082266,Moderate
7515289,5.538,2,SC,0.00463645,Low
7515291,3.606,2,SC,0.00199063,Low
7515293,0.496,1,HW,0.01957518,Moderate
7515295,6.528,2,SC,0.00443531,Low
7515297,0.959,1,HW,0.00971571,Moderate
7515299,0.457,1,HW,0.0106511,Moderate
7515301,1.321,2,HW,0.00038181,Very low
7515303,0.857,2,HW,0.00448598,Low
7515305,7.035,2,SC,0.00385964,Low
7515307,13.958,3,LC,0.00435835,Low
7515309,1.386,1,HW,0.01193444,Moderate
7515311,9.973,3,SC,0.00345517,Low
7515313,1.341,1,HW,0.01382803,Moderate
7515315,1.533,1,HW,0.01892049,Moderate
7515317,0.654,1,HW,0.013646,Moderate
7515319,0.717,1,HW,0.01308008,Moderate
7515321,3.988,2,SC,0.00701103,Moderate
7515323,6.844,2,SC,0.00574183,Moderate
7515325,2.044,1,SC,0.0096719,Moderate
7515327,1.894,1,HW,0.00954545,Moderate
7515329,4.975,2,SC,0.00387254,Low
7515331,19.957,3,LC,0.00350993,Low
7515333,10.419,2,LC,0.00319261,Low
7515335,0.684,1,HW,0.01694613,Moderate
7515337,4.773,1,SC,0.00707313,Moderate
7515339,1.024,1,HW,0.0153913,Moderate
7515341,0.888,1,HW,0.01391238,Moderate
7515343,1.022,1,HW,0.01984308,Moderate
7515345,0.838,1,HW,0.01499392,Moderate
7515347,13.49,2,LC,0.00649525,Moderate
7515349,0.733,1,HW,0.02536458,Moderate High
7515351,0.548,1,HW,0.02281191,Moderate High
7515353,0.528,1,HW,0.01825886,Moderate
7515355,0.438,1,HW,0.02189349,Moderate High
7515357,12.404,3,LC,0.00277712,Low
7515359,0.069,3,HW,1.00E-05,Very low
7515361,12.441,3,LC,1.00E-05,Very low
7515363,0.068,1,HW,1.00E-05,Very low
7515367,0.143,1,HW,0.01713793,Moderate
7515369,1.314,2,HW,0.00994285,Moderate
7515371,1.356,1,HW,0.01331631,Moderate
7515373,0.285,1,HW,0.02946606,Moderate High
7515375,0.452,1,HW,0.02883198,Moderate High
7515377,0.744,1,HW,0.01606783,Moderate
7515379,1.069,1,HW,0.02659685,Moderate High
7515381,1.347,1,HW,0.01861673,Moderate
7515383,3.908,2,SC,0.00641635,Moderate
7515385,1.847,1,HW,0.01279179,Moderate
7515387,2.017,2,SC,0.01264021,Moderate
7515389,1.145,2,HW,0.01200934,Moderate
7515391,14.506,2,LC,0.00584893,Moderate
7515393,12.606,3,LC,0.01289355,Moderate
7515395,5.577,2,SC,0.00597643,Moderate
7515397,5.805,2,SC,0.00519135,Moderate
7515399,0.701,1,HW,0.00678343,Moderate
7515401,2.094,1,SC,0.0175084,Moderate
7515403,0.517,1,HW,0.02305156,Moderate High
7515405,3.202,3,SC,0.01711009,Moderate
7515407,0.073,1,HW,0.03773109,Moderate High
7515409,0.742,1,HW,0.01804036,Moderate
7515411,1.412,1,HW,0.01248743,Moderate
7515413,1.732,1,HW,0.01396867,Moderate
7515415,0.463,1,HW,0.03947952,Moderate High
7515417,1.873,1,HW,0.01860862,Moderate
7515419,1.111,1,HW,0.01614315,Moderate
7515421,0.426,1,HW,0.02231578,Moderate High
7515423,0.202,1,HW,0.03193939,Moderate High
7515425,0.109,1,HW,1.00E-05,Very low
7515427,0.018,1,HW,1.00E-05,Very low
7515637,2.376,1,SC,0.0113579,Moderate
7515639,0.459,1,HW,0.02179551,Moderate High
7515641,0.39,1,HW,0.01002824,Moderate
7515643,15.195,3,LC,0.00262055,Low
7515645,4.74,2,SC,0.00704579,Moderate
7515647,4.306,3,SC,0.00815552,Moderate
7515649,21.783,3,LC,0.00228604,Low
7515845,1.558,1,HW,0.01467668,Moderate
7515847,5.307,2,SC,0.00706666,Moderate
7515849,1.461,1,HW,0.01562648,Moderate
7515851,6.931,2,SC,0.00892307,Moderate
7515853,8.514,2,SC,0.00553797,Moderate
7515855,0.455,1,HW,0.01721362,Moderate
7515857,9.136,2,SC,0.00832608,Moderate
7515859,0.669,1,HW,0.02133545,Moderate High
7515861,0.98,1,HW,0.01859697,Moderate
7515863,0.307,1,HW,0.02479553,Moderate High
7515865,2.422,1,SC,0.01689629,Moderate
7515867,11.194,2,LC,0.00604338,Moderate
7515869,1.377,2,HW,0.02338345,Moderate High
7515871,0.484,1,HW,0.02964157,Moderate High
7515873,14.762,2,LC,0.00562925,Moderate
7515875,2.129,2,SC,0.01136048,Moderate
7515877,16.913,3,LC,0.00255605,Low
7515879,0.355,1,HW,0.03071428,Moderate High
7515881,17.275,3,LC,0.00413461,Low
7515883,19.359,3,LC,0.00631188,Moderate
7515885,1.94,1,HW,0.01566656,Moderate
7515887,1.362,1,HW,0.01876381,Moderate
7515889,0.219,1,HW,0.03787735,Moderate High
7515891,1.238,1,HW,0.01906513,Moderate
7515893,0.812,1,HW,0.01970785,Moderate
7515895,1.68,1,HW,0.01423409,Moderate
7515897,0.607,1,HW,0.02586237,Moderate High
7515899,0.534,1,HW,0.01961315,Moderate
7515901,3.037,2,SC,0.00768595,Moderate
7515903,0.115,1,HW,0.04391941,High
7515905,1.248,1,HW,0.02379795,Moderate High
7515907,1.371,1,HW,0.0124468,Moderate
7515909,1.461,1,HW,0.02678217,Moderate High
7515911,0.884,1,HW,0.01711055,Moderate
7515913,1.587,2,HW,0.01297853,Moderate
7515915,1.669,1,HW,0.01709065,Moderate
7515917,3.358,2,SC,0.00774509,Moderate
7515919,1.218,1,HW,0.01563492,Moderate
7515921,1.037,1,HW,0.02305992,Moderate High
7515923,0.28,1,HW,0.0260261,Moderate High
7515925,0.239,1,HW,0.01550218,Moderate
7515927,0.774,1,HW,0.02145322,Moderate High
7515929,5.336,2,SC,0.00943002,Moderate
7515931,5.646,2,SC,0.00840635,Moderate
7515933,4.723,2,SC,0.00948661,Moderate
7515935,11.016,3,LC,0.00251677,Low
7515937,1.838,1,HW,0.01658484,Moderate
7515939,1.112,1,HW,0.01631822,Moderate
7515941,19.126,3,LC,0.00563591,Moderate
7515943,1.162,1,HW,0.01640894,Moderate
7515945,0.738,1,HW,0.01590005,Moderate
7515947,2.081,2,SC,0.00938009,Moderate
7515949,1.081,1,HW,0.01803561,Moderate
7515951,3.645,2,SC,0.00828929,Moderate
7515953,2.333,1,SC,0.01666287,Moderate
7515955,21.683,3,LC,0.00640976,Moderate
7516085,1.368,1,HW,0.02052325,Moderate High
7516087,1.436,1,HW,0.00113475,Low
7516089,1.373,1,HW,0.01315789,Moderate
7516179,5.609,2,SC,0.00369863,Low
7516181,4.32,3,SC,1.00E-05,Very low
7516183,14.527,2,LC,1.00E-05,Very low
7516185,12.622,3,LC,1.00E-05,Very low
7516187,11.913,3,LC,1.00E-05,Very low
7516189,29.896,4,LC,1.00E-05,Very low
7516191,1.427,2,HW,0.01298165,Moderate
7516193,0.411,1,HW,0.02537984,Moderate High
7516195,6.266,2,SC,0.00747114,Moderate
7516197,1.904,1,HW,0.01348416,Moderate
7516199,21.865,3,LC,0.00538297,Moderate
7516201,0.558,1,HW,0.01420443,Moderate
7516203,0.628,1,HW,0.0151503,Moderate
7516205,1.939,1,HW,0.01035014,Moderate
7516207,1.851,1,HW,0.01138424,Moderate
7516209,0.643,1,HW,0.01448739,Moderate
